ueberlebt,klasse,geschlecht,alter,geschwister_ehepartner,eltern_kinder,fahrpreis,eingestiegen,klassenbezeichnung,rolle,erwachsener_mann,deck,hafen,allein
1,2,weiblich,,0,0,12.35,Queenstown,Zweite,Frau,False,E,Queenstown,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,0.92,1,2,151.55,Southampton,Erste,Kind,False,C,Southampton,False
1,1,weiblich,,0,0,110.8833,Cherbourg,Erste,Frau,False,,Cherbourg,True
1,1,weiblich,17.0,1,0,108.9,Cherbourg,Erste,Frau,False,C,Cherbourg,False
0,2,maennlich,30.0,1,0,24.0,Cherbourg,Zweite,Mann,True,,Cherbourg,False
1,1,weiblich,30.0,0,0,56.9292,Cherbourg,Erste,Frau,False,E,Cherbourg,True
1,1,weiblich,24.0,0,0,83.1583,Cherbourg,Erste,Frau,False,C,Cherbourg,True
1,1,weiblich,18.0,2,2,262.375,Cherbourg,Erste,Frau,False,B,Cherbourg,False
0,2,weiblich,26.0,1,1,26.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,28.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,43.0,1,1,26.25,Southampton,Zweite,Mann,True,,Southampton,False
1,3,weiblich,26.0,0,0,7.8542,Southampton,Dritte,Frau,False,,Southampton,True
1,2,weiblich,24.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
0,2,maennlich,54.0,0,0,14.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,31.0,0,2,164.8667,Southampton,Erste,Frau,False,C,Southampton,False
1,1,weiblich,40.0,1,1,134.5,Cherbourg,Erste,Frau,False,E,Cherbourg,False
0,3,maennlich,22.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,27.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,30.0,0,0,12.35,Queenstown,Zweite,Frau,False,,Queenstown,True
1,2,weiblich,22.0,1,1,29.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,,8,2,69.55,Southampton,Dritte,Mann,True,,Southampton,False
1,1,weiblich,36.0,0,0,135.6333,Cherbourg,Erste,Frau,False,C,Cherbourg,True
0,3,maennlich,61.0,0,0,6.2375,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,36.0,0,0,13.0,Southampton,Zweite,Frau,False,D,Southampton,True
1,3,weiblich,31.0,1,1,20.525,Southampton,Dritte,Frau,False,,Southampton,False
1,1,weiblich,16.0,0,1,57.9792,Cherbourg,Erste,Frau,False,B,Cherbourg,False
1,3,weiblich,,2,0,23.25,Queenstown,Dritte,Frau,False,,Queenstown,False
0,1,maennlich,45.5,0,0,28.5,Southampton,Erste,Mann,True,C,Southampton,True
0,1,maennlich,38.0,0,1,153.4625,Southampton,Erste,Mann,True,C,Southampton,False
0,3,maennlich,16.0,2,0,18.0,Southampton,Dritte,Mann,True,,Southampton,False
1,1,weiblich,,1,0,133.65,Southampton,Erste,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,29.0,1,0,66.6,Southampton,Erste,Mann,True,C,Southampton,False
1,1,weiblich,41.0,0,0,134.5,Cherbourg,Erste,Frau,False,E,Cherbourg,True
1,3,maennlich,45.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,45.0,0,0,35.5,Southampton,Erste,Mann,True,,Southampton,True
1,2,maennlich,2.0,1,1,26.0,Southampton,Zweite,Kind,False,F,Southampton,False
1,1,weiblich,24.0,3,2,263.0,Southampton,Erste,Frau,False,C,Southampton,False
0,2,maennlich,28.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,25.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,36.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,24.0,0,0,13.0,Southampton,Zweite,Frau,False,F,Southampton,True
1,2,weiblich,40.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
1,3,weiblich,,1,0,16.1,Southampton,Dritte,Frau,False,,Southampton,False
1,3,maennlich,3.0,1,1,15.9,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,42.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,23.0,0,0,9.225,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,,0,0,35.0,Southampton,Erste,Mann,True,C,Southampton,True
0,3,maennlich,15.0,1,1,7.2292,Cherbourg,Dritte,Kind,False,,Cherbourg,False
0,3,maennlich,25.0,1,0,17.8,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,28.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,22.0,0,1,55.0,Southampton,Erste,Frau,False,E,Southampton,False
0,2,weiblich,38.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
1,3,weiblich,,0,0,7.8792,Queenstown,Dritte,Frau,False,,Queenstown,True
1,3,weiblich,,0,0,7.8792,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,maennlich,40.0,1,4,27.9,Southampton,Dritte,Mann,True,,Southampton,False
0,2,maennlich,29.0,1,0,27.7208,Cherbourg,Zweite,Mann,True,,Cherbourg,False
0,3,weiblich,45.0,0,1,14.4542,Cherbourg,Dritte,Frau,False,,Cherbourg,False
0,3,maennlich,35.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,1,0,15.5,Queenstown,Dritte,Mann,True,,Queenstown,False
0,3,maennlich,30.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,60.0,1,0,75.25,Cherbourg,Erste,Frau,False,D,Cherbourg,False
1,3,weiblich,,0,0,7.2292,Cherbourg,Dritte,Frau,False,,Cherbourg,True
1,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,True
1,1,weiblich,24.0,0,0,69.3,Cherbourg,Erste,Frau,False,B,Cherbourg,True
1,1,maennlich,25.0,1,0,55.4417,Cherbourg,Erste,Mann,True,E,Cherbourg,False
0,3,maennlich,18.0,1,0,6.4958,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,19.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,22.0,0,0,135.6333,Cherbourg,Erste,Mann,True,,Cherbourg,True
0,3,weiblich,3.0,3,1,21.075,Southampton,Dritte,Kind,False,,Southampton,False
1,1,weiblich,,1,0,82.1708,Cherbourg,Erste,Frau,False,,Cherbourg,False
1,3,weiblich,22.0,0,0,7.25,Southampton,Dritte,Frau,False,,Southampton,True
0,1,maennlich,27.0,0,2,211.5,Cherbourg,Erste,Mann,True,C,Cherbourg,False
0,3,maennlich,20.0,0,0,4.0125,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,19.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,42.0,0,0,227.525,Cherbourg,Erste,Frau,False,,Cherbourg,True
1,3,weiblich,1.0,0,2,15.7417,Cherbourg,Dritte,Kind,False,,Cherbourg,False
0,3,maennlich,32.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,35.0,1,0,52.0,Southampton,Erste,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,18.0,0,0,73.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,1.0,5,2,46.9,Southampton,Dritte,Kind,False,,Southampton,False
1,2,weiblich,36.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
0,3,maennlich,,0,0,7.7292,Queenstown,Dritte,Mann,True,,Queenstown,True
1,2,weiblich,17.0,0,0,12.0,Cherbourg,Zweite,Frau,False,,Cherbourg,True
1,1,maennlich,36.0,1,2,120.0,Southampton,Erste,Mann,True,B,Southampton,False
1,3,maennlich,21.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,28.0,2,0,7.925,Southampton,Dritte,Mann,True,,Southampton,False
1,1,weiblich,23.0,1,0,113.275,Cherbourg,Erste,Frau,False,D,Cherbourg,False
1,3,weiblich,24.0,0,2,16.7,Southampton,Dritte,Frau,False,G,Southampton,False
0,3,maennlich,22.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,31.0,0,0,7.8542,Southampton,Dritte,Frau,False,,Southampton,True
0,2,maennlich,46.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,23.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,28.0,0,0,12.65,Southampton,Zweite,Frau,False,,Southampton,True
1,3,maennlich,39.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,26.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,21.0,1,0,9.825,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,28.0,1,0,15.85,Southampton,Dritte,Mann,True,,Southampton,False
0,3,weiblich,20.0,0,0,8.6625,Southampton,Dritte,Frau,False,,Southampton,True
0,2,maennlich,34.0,1,0,21.0,Southampton,Zweite,Mann,True,,Southampton,False
0,3,maennlich,51.0,0,0,7.75,Southampton,Dritte,Mann,True,,Southampton,True
1,2,maennlich,3.0,1,1,18.75,Southampton,Zweite,Kind,False,,Southampton,False
0,3,maennlich,21.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,,3,1,25.4667,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,6.8583,Queenstown,Dritte,Mann,True,,Queenstown,True
1,1,weiblich,33.0,1,0,90.0,Queenstown,Erste,Frau,False,C,Queenstown,False
0,2,maennlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,True
1,3,maennlich,44.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,,0,0,8.05,Southampton,Dritte,Frau,False,,Southampton,True
1,2,weiblich,34.0,1,1,32.5,Southampton,Zweite,Frau,False,,Southampton,False
1,2,weiblich,18.0,0,2,13.0,Southampton,Zweite,Frau,False,,Southampton,False
0,2,maennlich,30.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,weiblich,10.0,0,2,24.15,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,,0,0,7.8958,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,21.0,0,0,7.7333,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,29.0,0,0,7.875,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,28.0,1,1,14.4,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,18.0,1,1,20.2125,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,28.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
1,2,weiblich,19.0,0,0,26.0,Southampton,Zweite,Frau,False,,Southampton,True
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
1,3,maennlich,32.0,0,0,8.05,Southampton,Dritte,Mann,True,E,Southampton,True
1,1,maennlich,28.0,0,0,26.55,Southampton,Erste,Mann,True,C,Southampton,True
1,3,weiblich,,1,0,16.1,Southampton,Dritte,Frau,False,,Southampton,False
1,2,weiblich,42.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,17.0,0,0,7.125,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,50.0,1,0,55.9,Southampton,Erste,Mann,True,E,Southampton,False
1,1,weiblich,14.0,1,2,120.0,Southampton,Erste,Kind,False,B,Southampton,False
0,3,weiblich,21.0,2,2,34.375,Southampton,Dritte,Frau,False,,Southampton,False
1,2,weiblich,24.0,2,3,18.75,Southampton,Zweite,Frau,False,,Southampton,False
0,1,maennlich,64.0,1,4,263.0,Southampton,Erste,Mann,True,C,Southampton,False
0,2,maennlich,31.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,45.0,1,1,26.25,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,20.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,25.0,1,0,7.775,Southampton,Dritte,Mann,True,,Southampton,False
1,2,weiblich,28.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
1,3,maennlich,,0,0,8.1125,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,4.0,0,2,81.8583,Southampton,Erste,Kind,False,A,Southampton,False
1,2,weiblich,13.0,0,1,19.5,Southampton,Zweite,Kind,False,,Southampton,False
1,1,maennlich,34.0,0,0,26.55,Southampton,Erste,Mann,True,,Southampton,True
1,3,weiblich,5.0,2,1,19.2583,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,1,maennlich,52.0,0,0,30.5,Southampton,Erste,Mann,True,C,Southampton,True
0,2,maennlich,36.0,1,2,27.75,Southampton,Zweite,Mann,True,,Southampton,False
0,3,maennlich,,1,0,19.9667,Southampton,Dritte,Mann,True,,Southampton,False
0,1,maennlich,30.0,0,0,27.75,Cherbourg,Erste,Mann,True,C,Cherbourg,True
1,1,maennlich,49.0,1,0,89.1042,Cherbourg,Erste,Mann,True,C,Cherbourg,False
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,29.0,0,0,7.8958,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,1,maennlich,65.0,0,0,26.55,Southampton,Erste,Mann,True,E,Southampton,True
1,1,weiblich,,1,0,51.8625,Southampton,Erste,Frau,False,D,Southampton,False
1,2,weiblich,50.0,0,0,10.5,Southampton,Zweite,Frau,False,,Southampton,True
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
1,1,maennlich,48.0,0,0,26.55,Southampton,Erste,Mann,True,E,Southampton,True
0,3,maennlich,34.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,47.0,0,0,38.5,Southampton,Erste,Mann,True,E,Southampton,True
0,2,maennlich,48.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,38.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,True
0,1,maennlich,56.0,0,0,26.55,Southampton,Erste,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.725,Queenstown,Dritte,Mann,True,,Queenstown,True
1,3,weiblich,0.75,2,1,19.2583,Cherbourg,Dritte,Kind,False,,Cherbourg,False
0,3,maennlich,,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,38.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,33.0,1,2,27.75,Southampton,Zweite,Frau,False,,Southampton,False
1,2,weiblich,23.0,0,0,13.7917,Cherbourg,Zweite,Frau,False,D,Cherbourg,True
0,3,weiblich,22.0,0,0,9.8375,Southampton,Dritte,Frau,False,,Southampton,True
0,1,maennlich,,0,0,52.0,Southampton,Erste,Mann,True,A,Southampton,True
0,2,maennlich,34.0,1,0,21.0,Southampton,Zweite,Mann,True,,Southampton,False
0,3,maennlich,29.0,1,0,7.0458,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,22.0,0,0,7.5208,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,2.0,0,1,12.2875,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,9.0,5,2,46.9,Southampton,Dritte,Kind,False,,Southampton,False
0,2,maennlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,50.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,63.0,0,0,9.5875,Southampton,Dritte,Frau,False,,Southampton,True
1,1,maennlich,25.0,1,0,91.0792,Cherbourg,Erste,Mann,True,B,Cherbourg,False
0,3,weiblich,,3,1,25.4667,Southampton,Dritte,Frau,False,,Southampton,False
1,1,weiblich,35.0,1,0,90.0,Southampton,Erste,Frau,False,C,Southampton,False
0,1,maennlich,58.0,0,0,29.7,Cherbourg,Erste,Mann,True,B,Cherbourg,True
0,3,maennlich,30.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,9.0,1,1,15.9,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,,1,0,19.9667,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,21.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,55.0,0,0,30.5,Southampton,Erste,Mann,True,C,Southampton,True
0,1,maennlich,71.0,0,0,49.5042,Cherbourg,Erste,Mann,True,,Cherbourg,True
0,3,maennlich,21.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,14.4583,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,1,weiblich,54.0,1,0,78.2667,Cherbourg,Erste,Frau,False,D,Cherbourg,False
0,3,maennlich,,0,0,15.1,Southampton,Dritte,Mann,True,,Southampton,True
0,1,weiblich,25.0,1,2,151.55,Southampton,Erste,Frau,False,C,Southampton,False
0,3,maennlich,24.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,17.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,21.0,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,weiblich,,0,0,7.6292,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,weiblich,37.0,0,0,9.5875,Southampton,Dritte,Frau,False,,Southampton,True
1,1,weiblich,16.0,0,0,86.5,Southampton,Erste,Frau,False,B,Southampton,True
0,1,maennlich,18.0,1,0,108.9,Cherbourg,Erste,Mann,True,C,Cherbourg,False
1,2,weiblich,33.0,0,2,26.0,Southampton,Zweite,Frau,False,,Southampton,False
1,1,maennlich,,0,0,26.55,Southampton,Erste,Mann,True,,Southampton,True
0,3,maennlich,28.0,0,0,22.525,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,26.0,0,0,56.4958,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,29.0,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,36.0,0,0,26.2875,Southampton,Erste,Mann,True,E,Southampton,True
1,1,weiblich,54.0,1,0,59.4,Cherbourg,Erste,Frau,False,,Cherbourg,False
0,3,maennlich,24.0,0,0,7.4958,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,47.0,0,0,34.0208,Southampton,Erste,Mann,True,D,Southampton,True
1,2,weiblich,34.0,0,0,10.5,Southampton,Zweite,Frau,False,F,Southampton,True
0,3,maennlich,,0,0,24.15,Queenstown,Dritte,Mann,True,,Queenstown,True
1,2,weiblich,36.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,32.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,30.0,0,0,93.5,Southampton,Erste,Frau,False,B,Southampton,True
0,3,maennlich,22.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,1,weiblich,44.0,0,1,57.9792,Cherbourg,Erste,Frau,False,B,Cherbourg,False
0,3,maennlich,,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,40.5,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
1,2,weiblich,50.0,0,0,10.5,Southampton,Zweite,Frau,False,,Southampton,True
0,1,maennlich,,0,0,221.7792,Southampton,Erste,Mann,True,C,Southampton,True
0,3,maennlich,39.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,23.0,2,1,11.5,Southampton,Zweite,Mann,True,,Southampton,False
1,2,weiblich,2.0,1,1,26.0,Southampton,Zweite,Kind,False,,Southampton,False
0,3,maennlich,,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,17.0,1,1,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,False
1,3,weiblich,,0,2,22.3583,Cherbourg,Dritte,Frau,False,,Cherbourg,False
0,3,weiblich,30.0,0,0,8.6625,Southampton,Dritte,Frau,False,,Southampton,True
1,2,weiblich,7.0,0,2,26.25,Southampton,Zweite,Kind,False,,Southampton,False
0,1,maennlich,45.0,0,0,26.55,Southampton,Erste,Mann,True,B,Southampton,True
1,1,weiblich,30.0,0,0,106.425,Cherbourg,Erste,Frau,False,,Cherbourg,True
0,3,maennlich,,0,0,14.5,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,22.0,0,2,49.5,Cherbourg,Erste,Frau,False,B,Cherbourg,False
1,1,weiblich,36.0,0,2,71.0,Southampton,Erste,Frau,False,B,Southampton,False
0,3,weiblich,9.0,4,2,31.275,Southampton,Dritte,Kind,False,,Southampton,False
0,3,weiblich,11.0,4,2,31.275,Southampton,Dritte,Kind,False,,Southampton,False
1,2,maennlich,32.0,1,0,26.0,Southampton,Zweite,Mann,True,,Southampton,False
0,1,maennlich,50.0,1,0,106.425,Cherbourg,Erste,Mann,True,C,Cherbourg,False
0,1,maennlich,64.0,0,0,26.0,Southampton,Erste,Mann,True,,Southampton,True
1,2,weiblich,19.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
1,2,maennlich,,0,0,13.8625,Cherbourg,Zweite,Mann,True,,Cherbourg,True
0,3,maennlich,33.0,1,1,20.525,Southampton,Dritte,Mann,True,,Southampton,False
1,2,maennlich,8.0,1,1,36.75,Southampton,Zweite,Kind,False,,Southampton,False
1,1,maennlich,17.0,0,2,110.8833,Cherbourg,Erste,Mann,True,C,Cherbourg,False
0,2,maennlich,27.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.8292,Queenstown,Dritte,Mann,True,,Queenstown,True
1,3,maennlich,22.0,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,3,weiblich,22.0,0,0,7.775,Southampton,Dritte,Frau,False,,Southampton,True
0,1,maennlich,62.0,0,0,26.55,Southampton,Erste,Mann,True,,Southampton,True
1,1,weiblich,48.0,1,0,39.6,Cherbourg,Erste,Frau,False,A,Cherbourg,False
0,1,maennlich,,0,0,227.525,Cherbourg,Erste,Mann,True,,Cherbourg,True
1,1,weiblich,39.0,1,1,79.65,Southampton,Erste,Frau,False,E,Southampton,False
1,3,weiblich,36.0,1,0,17.4,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,40.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,28.0,0,0,13.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,,0,0,8.05,Southampton,Dritte,Frau,False,,Southampton,True
0,3,maennlich,24.0,2,0,24.15,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,19.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,29.0,0,4,21.075,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,3,maennlich,32.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,True
1,2,maennlich,62.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,53.0,2,0,51.4792,Southampton,Erste,Frau,False,C,Southampton,False
1,1,maennlich,36.0,0,0,26.3875,Southampton,Erste,Mann,True,E,Southampton,True
1,3,weiblich,,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,maennlich,16.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,19.0,0,0,14.5,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,34.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
1,1,weiblich,39.0,1,0,55.9,Southampton,Erste,Frau,False,E,Southampton,False
0,3,weiblich,,1,0,14.4583,Cherbourg,Dritte,Frau,False,,Cherbourg,False
1,3,maennlich,32.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,25.0,1,1,30.0,Southampton,Zweite,Frau,False,,Southampton,False
1,1,weiblich,39.0,1,1,110.8833,Cherbourg,Erste,Frau,False,C,Cherbourg,False
0,2,maennlich,54.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,True
0,1,maennlich,36.0,0,0,40.125,Cherbourg,Erste,Mann,True,A,Cherbourg,True
0,3,maennlich,,0,0,8.7125,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,1,weiblich,18.0,0,2,79.65,Southampton,Erste,Frau,False,E,Southampton,False
0,2,maennlich,47.0,0,0,15.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,maennlich,60.0,1,1,79.2,Cherbourg,Erste,Mann,True,B,Cherbourg,False
0,3,maennlich,22.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,35.0,0,0,7.125,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,52.0,1,0,78.2667,Cherbourg,Erste,Frau,False,D,Cherbourg,False
0,3,maennlich,47.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,,0,2,7.75,Queenstown,Dritte,Frau,False,,Queenstown,False
0,2,maennlich,37.0,1,0,26.0,Southampton,Zweite,Mann,True,,Southampton,False
0,3,maennlich,36.0,1,1,24.15,Southampton,Dritte,Mann,True,,Southampton,False
1,2,weiblich,,0,0,33.0,Southampton,Zweite,Frau,False,,Southampton,True
0,3,maennlich,49.0,0,0,0.0,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,1,maennlich,49.0,1,0,56.9292,Cherbourg,Erste,Mann,True,A,Cherbourg,False
1,2,weiblich,24.0,2,1,27.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,,0,0,42.4,Southampton,Erste,Mann,True,,Southampton,True
0,3,maennlich,44.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,35.0,0,0,26.55,Cherbourg,Erste,Mann,True,,Cherbourg,True
0,3,maennlich,36.0,1,0,15.55,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,30.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,27.0,0,0,30.5,Southampton,Erste,Mann,True,,Southampton,True
